Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
35.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,24,4.8064751815411615
37.0,4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,Urban,29,13.636869528480156
25.0,5.0,Stormy,Jam,2,Buffet,scooter,1.0,No,,20,32.15731029745349
35.0,4.3,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,36,10.428955396383753
23.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,12,14.152800689506924
35.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,35.29233464523655
39.0,4.9,Stormy,Low,1,Buffet,scooter,0.0,No,Metropolitian,20,16.29009585012032
38.0,4.9,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,22,9.984643272032667
32.0,4.9,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,27,19.206795238095186
31.0,4.7,Fog,Low,1,Snack,scooter,1.0,No,Urban,30,33.60828778885222
33.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,16,7.209322441023962
27.0,4.7,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,5.495784333750029
28.0,4.3,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,40,33.745909480468136
30.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,42,29.882280002629276
36.0,4.7,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,19,15.780025648289827
33.0,4.1,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,38,35.30694769997836
34.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,25,13.639035717486511
33.0,4.5,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,22.56522159663841
30.0,4.6,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,24.732574042610253
23.0,5.0,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,28,18.69080614677285
20.0,4.8,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Urban,10,14.152800689506924
25.0,4.9,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,24,2.7154407312681754
22.0,4.7,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,16,29.998504262864365
37.0,5.0,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,19,24.72462671226104
31.0,4.8,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,4.878984844533801
32.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,26,32.5877292551502
23.0,4.6,Sunny,High,2,Drinks,motorcycle,0.0,No,Urban,16,10.91002141582066
37.0,4.5,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,35,29.88537187322636
37.0,4.9,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,10.867107285119125
34.0,4.7,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,15,10887.534610998975
28.0,4.6,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Urban,14,15.461313236969792
25.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,25,29.993702702691117
28.0,4.5,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,23,10.186648888620295
25.0,4.8,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,24,10.524700879478189
29.0,4.8,Cloudy,High,1,Meal,motorcycle,1.0,No,Urban,28,2.6079991574295156
38.0,4.6,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,30,17.55582782641488
23.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,16.983359290708307
21.0,5.0,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,10,2.4017731463412235
25.0,5.0,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,15,17.819257798006753
21.0,4.7,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,34,33.86564704669266
39.0,4.6,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,20,24.439032919788666
39.0,4.8,Cloudy,Jam,1,Snack,motorcycle,1.0,Yes,Metropolitian,41,20.771236979644
33.0,4.9,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,29,36.797238211469384
35.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,15.274395801873114
23.0,4.6,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Urban,11,10.522935129113385
35.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,15,12.007005963428615
29.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,18.417474504098237
,,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Urban,33,10726.704931292963
35.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,12.480177068254466
24.0,4.7,Stormy,High,2,Snack,scooter,1.0,No,,12,5.19180354187779
,,,,3,Drinks,scooter,0.0,No,Metropolitian,15,27.63328690076812
33.0,4.6,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,19,7.822604192376473
28.0,4.8,Stormy,Jam,0,Drinks,motorcycle,,No,Metropolitian,25,21.736722919077625
22.0,4.6,Fog,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,11,2.5139411339610693
31.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,24,30.219274260985152
39.0,4.6,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,24,15.579782989721638
26.0,4.0,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,23,2.748647617883791
37.0,4.7,Windy,Low,0,Drinks,motorcycle,,No,Urban,20,23.4494630234583
36.0,4.7,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,26,19.813917054109016
34.0,3.8,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,34,22.563255046111163
25.0,4.9,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,26,16.30364378937506
32.0,4.7,Fog,Low,2,Drinks,motorcycle,1.0,No,,16,2.7170343890914506
26.0,4.6,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,16,2.7477629376697363
39.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,42,16.983359290708307
32.0,4.4,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,39,10.520870908801992
27.0,4.6,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,21,19.20808299505435
39.0,3.6,Fog,Low,1,Meal,scooter,2.0,No,Metropolitian,38,24.54175624577607
36.0,4.6,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,46,19.09518789542251
32.0,4.1,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,32,24.546620770985182
26.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,2.7277354870746593
35.0,5.0,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,25,22.424337535952017
25.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,5.0925710465095655
35.0,4.7,Cloudy,Low,2,Meal,motorcycle,1.0,No,Urban,28,18.1771176704646
38.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,7.20959082187588
32.0,4.5,Sunny,Medium,0,Snack,motorcycle,0.0,No,,26,35.7130543547908
27.0,4.8,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Urban,27,19.01409466596839
23.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17,2.5082418315858206
32.0,4.4,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,54,28.67173593366726
38.0,4.4,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,43,28.003288921869586
25.0,4.6,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,12,4.62413408885975
37.0,4.8,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27,9.966078578186472
20.0,3.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,49,12.540820770476866
39.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,37,26.404438568576527
35.0,4.6,Stormy,High,2,Snack,motorcycle,2.0,No,Metropolitian,34,2.6698330254307687
26.0,4.9,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,36,20.143139673031527
27.0,4.8,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,27,33.74863278940343
20.0,4.7,Windy,Jam,1,Buffet,motorcycle,0.0,No,Urban,19,23.457133732256924
34.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,17.44228285672728
32.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,12.59231811051717
21.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,42,26.52903195855943
25.0,4.7,Cloudy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,15.05960542427027
22.0,4.9,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,13,31.136136932686078
20.0,4.7,Cloudy,Medium,2,Drinks,electric_scooter,0.0,No,Urban,18,10.427616518237482
22.0,4.8,Sunny,Medium,1,Drinks,scooter,,No,Metropolitian,16,13.737802292304629
36.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,22,33.86564704669266
30.0,4.6,Fog,Jam,0,Snack,motorcycle,0.0,No,Semi-Urban,46,18.14111229327307
26.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,35.3132198174461
22.0,4.7,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,13,21.047689498161432
36.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,32,2.5469575256228176
29.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,27,10.186389484503488
32.0,4.0,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,45,18.41728214714922
22.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,7.790906982644731
37.0,4.9,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,15,11.322241389964427
29.0,4.3,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,38,28.67173593366726
20.0,4.8,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,2.513011271084523
35.0,4.7,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,28,4.985554599550232
38.0,5.0,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,30,9.969043825527196
35.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,43,18.165773430397497
32.0,4.1,Stormy,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,34,10.91002141582066
20.0,4.7,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,25,7.538249821170052
23.0,4.9,Cloudy,High,2,Buffet,scooter,0.0,No,Metropolitian,23,9.612267189937004
39.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,7.890973165089854
34.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,30,5.4336786299616255
22.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,23,24.43474485691823
32.0,5.0,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,31,7.530919919189277
35.0,4.0,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,33,10.522935129113385
22.0,4.9,Windy,Low,2,Meal,scooter,0.0,No,Urban,11,23.45772197399088
,,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,15,23.34065429765461
23.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,12,10.420339993395496
39.0,4.2,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,21.817048193413033
37.0,4.9,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,11.322241389964427
30.0,4.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,27.41533187837998
24.0,4.5,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,18,5.188899440184192
32.0,4.6,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Urban,18,35.2841042796431
29.0,5.0,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,13,31.11885177325082
34.0,4.8,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,25,27.999900423981515
22.0,4.7,Stormy,High,1,Buffet,scooter,1.0,No,Urban,25,4.985543902160227
36.0,4.4,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,37,28.929686289860744
36.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,40,24.436220830345444
,,Sandstorms,Low,2,Drinks,scooter,,No,Metropolitian,24,2.508229735575458
,,,,3,Snack,motorcycle,1.0,No,Metropolitian,19,10356.899688416705
38.0,4.4,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,17.449643520404507
21.0,4.9,Cloudy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11,15.642831050508166
27.0,4.6,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,24,7.639212248109306
20.0,4.5,Sandstorms,Low,2,Buffet,scooter,0.0,No,,18,35.307488520009215
29.0,5.0,Sunny,Low,0,Snack,motorcycle,0.0,,Metropolitian,11,4.985941538478817
29.0,4.4,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,5.341207359631594
23.0,4.9,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,29,2.519053763961917
38.0,4.1,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,44,20.800827569957782
26.0,4.6,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Urban,20,13.738505833850176
26.0,4.8,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17,24.724744388151567
32.0,4.6,Fog,Medium,2,Snack,motorcycle,1.0,No,Urban,17,9.970120160876103
31.0,4.3,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,18.17708799776317
29.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,18.161718358089953
21.0,4.2,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,39,30.227091034327227
,,,,0,Drinks,motorcycle,1.0,No,Metropolitian,25,4.985554599550232
27.0,4.6,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,18,13.036218021876845
32.0,3.7,Sandstorms,Jam,1,Drinks,scooter,2.0,No,Metropolitian,42,20.057617106472502
22.0,4.9,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,21.980416267277647
34.0,3.8,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,34,21.73031601529969
35.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,5.262025867458317
29.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,2.7151841746822605
35.0,4.5,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,20,21.980543967626673
30.0,4.2,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,21.605995008870096
36.0,4.4,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,21.042986226424055
33.0,4.7,Cloudy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,29,13.73892065417482
,,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,5.016235194276744
37.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,5.430043525869843
30.0,4.9,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,39,22.56329532000778
32.0,4.9,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,47,22.644473839635083
36.0,4.9,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,24,21.047114820280648
38.0,5.0,Sunny,High,2,Buffet,motorcycle,0.0,No,Metropolitian,17,5.432776641331611
36.0,4.5,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,15,14.4062285450119
38.0,4.7,Cloudy,Jam,1,Drinks,scooter,,No,Metropolitian,48,19.01836395842086
29.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,4.9847668094086925
37.0,4.6,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,27,12.465288219414584
20.0,4.7,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,20,24.434091820355416
38.0,5.0,Cloudy,Medium,2,Meal,electric_scooter,2.0,Yes,Metropolitian,43,24.54758260322867
25.0,4.7,Sunny,High,1,Buffet,scooter,0.0,No,Urban,10,10.911551446274283
39.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,48,22.42352644385102
32.0,4.7,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,41,19.813917054109016
25.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25,28.00075868388587
26.0,5.0,Fog,Jam,2,Drinks,scooter,1.0,No,Urban,30,29.86401679071151
27.0,5.0,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,14,18.13582172556
29.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,20,5.26189370863467
37.0,4.9,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,25,15.043309264352759
38.0,5.0,Sunny,Medium,1,Buffet,scooter,0.0,No,Metropolitian,23,15.4594653004797
23.0,4.8,Cloudy,Medium,2,Snack,scooter,,No,Metropolitian,15,10.990183541512897
29.0,5.0,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,19,7.77919210089066
33.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,5.455398759418582
39.0,4.8,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,25,13.036247861567904
26.0,4.4,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,17.071158322172977
32.0,4.9,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,22,32.59393915154813
28.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,17,5.092929189374954
34.0,4.2,Fog,High,2,Drinks,scooter,0.0,No,Metropolitian,33,10.990264849826511
28.0,4.7,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30,33.095085535605364
34.0,4.9,Sunny,High,2,Meal,motorcycle,0.0,No,Metropolitian,16,10.867280905058275
34.0,4.6,Cloudy,High,1,Meal,scooter,0.0,No,Metropolitian,34,9.605424625934983
39.0,5.0,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,18,16.288554021938072
21.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17,2.606369129346632
36.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,33,16.363844757764657
30.0,4.7,Sandstorms,Low,2,Buffet,scooter,1.0,No,Urban,20,13.155343539569795
31.0,4.3,Sandstorms,Jam,1,Meal,motorcycle,3.0,No,Metropolitian,42,24.856522320266627
33.0,3.8,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,35,18.379230278008613
32.0,4.8,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,24,21.715356377888877
34.0,4.3,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,15.645172863187549
31.0,4.3,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,31,27.695018086879607
22.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15,5.016235194276744
33.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,7.8942781488318605
39.0,4.1,Cloudy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,32,5.015413159477846
29.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,20,15.641524085495808
30.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Urban,44,35.29624017187849
25.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,10,12.462507534303969
25.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,16,19.813917054109016
24.0,4.8,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,14,27.576974733045144
27.0,4.7,Sandstorms,Jam,1,Snack,motorcycle,,No,Metropolitian,23,21.734597182239465
24.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,12.462600713209115
23.0,4.7,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,24,10.677098773291734
30.0,4.9,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,33,8.15253577297011
37.0,4.6,Cloudy,Low,2,Drinks,scooter,0.0,No,Urban,19,12.732710483605876
31.0,4.5,Stormy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,29,5.49598556263124
39.0,3.6,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,36,36.797238211469384
20.0,5.0,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,13,15.643210205101177
33.0,4.9,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,20,15.2766119645993
35.0,4.9,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,17,2.748080307994413
28.0,4.5,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,24,31.136136932686078
21.0,4.9,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,12,8.49168153096395
38.0,3.7,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,39,23.67180310496332
22.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,13.738235885582235
32.0,4.3,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,5.015927905215793
30.0,4.6,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,14.979864340706044
35.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,18,7.204318600460727
30.0,4.8,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,18,18.24003086377835
24.0,4.9,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42,22.56410502036309
31.0,4.7,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,4.802739547307274
15.0,1.0,,,3,Buffet,electric_scooter,1.0,No,Metropolitian,27,8.145042726596701
,,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,22,31.351176719169988
27.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,7.209322441023962
28.0,4.9,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,12,5.186261835535261
,,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,33,20.749812677521163
23.0,4.1,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,35,10.99144408100909
26.0,5.0,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,18,7.525258489509255
21.0,4.9,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,27,13.583191299701152
38.0,4.9,Sandstorms,Jam,2,Meal,scooter,2.0,No,Metropolitian,34,7.484951150937209
37.0,4.6,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,2.830560695427386
32.0,4.9,Stormy,Low,2,Snack,motorcycle,1.0,No,Urban,27,13.03290460547782
22.0,4.6,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,18,2.496027306948622
39.0,4.3,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,2.7279851070841454
34.0,4.8,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,49,25.475029507646852
25.0,3.1,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,36,22.56383788570193
28.0,5.0,Fog,High,2,Meal,scooter,1.0,No,Urban,21,2.4024234991668423
33.0,4.2,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,33,7.185109919124018
30.0,4.7,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,31,5.188812744783838
30.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,30,35.308250848246836
39.0,4.6,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,29,21.724165145684534
25.0,4.7,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,15,14.152800689506924
21.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,20,10.186381323840255
34.0,5.0,Fog,Medium,1,Snack,scooter,1.0,No,Urban,15,10.183876052467825
37.0,5.0,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,40,10.522874470472429
23.0,4.8,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,21.607920291470343
37.0,4.6,Fog,Low,2,Buffet,scooter,0.0,No,Urban,19,5.661121254147949
28.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,18.244740382196564
29.0,4.3,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,21.81554985243132
25.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,2.5094792086014532
26.0,3.2,Sunny,Low,2,Snack,motorcycle,2.0,No,Metropolitian,42,27.58190404930207
34.0,4.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,53,27.58159184659569
25.0,4.6,Sunny,Low,2,Meal,scooter,1.0,No,,27,27.574411049719604
32.0,4.7,Sandstorms,High,2,Drinks,motorcycle,0.0,No,Metropolitian,27,10.185462035090346
31.0,4.6,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,19,9.964314871781621
27.0,4.8,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Urban,10,21.60673282459141
28.0,4.1,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,5.015896950754543
35.0,4.1,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,37,10.525278441115587
28.0,5.0,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,15,23.187156191074262
29.0,4.9,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,45,18.246452226619844
24.0,4.6,Windy,Low,1,Snack,motorcycle,1.0,No,Urban,15,19.014761736179427
37.0,4.8,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,20,16.983359290708307
29.0,5.0,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,15.640483249181454
38.0,5.0,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,32.59380764723637
24.0,4.8,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,24,10.52362908684191
23.0,4.9,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Urban,29,20.057617106472502
23.0,4.7,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Urban,11,2.728129742463168
20.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,30.219274260985152
33.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,15,5.2632881209662585
38.0,4.8,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,28,10.376719782171548
36.0,3.8,Sunny,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,33,27.629921549384253
